title name;genre;MPAA_rating;rating
Horrible Bosses 2;Comedy,Crime,;TV-14,R,R,;6.3
Fast & Furious 6;Action,Adventure,Thriller,;PG-13,;7
The Eyes of Tammy Faye;Biography,Drama,Romance,;PG-13,;6.6
Justice Society: World War II;Animation,Action,Adventure,Fantasy,Sci-Fi,;PG-13,;6.4
Euphoria;Drama,;TV-MA,;8.4
And Just Like That…;Comedy,Drama,Romance,;TV-MA,;5.7
The Righteous Gemstones;Comedy,Drama,;TV-MA,;8.1
Search Party;Comedy,Crime,Drama,Mystery,Thriller,;TV-MA,;7.6
Station Eleven;Adventure,Drama,Fantasy,Mystery,Sci-Fi,Thriller,;TV-MA,;7.6
Friends;Comedy,Romance,;TV-PG,TV-14,TV-14,;8.9
Full House;Comedy,Drama,Family,;TV-G,TV-14,TV-PG,;6.8
The Big Bang Theory;Comedy,Romance,;TV-PG,TV-14,;8.2
Harry Potter: Hogwarts Tournament of Houses;Short,Action,Adventure,Game-Show,Reality-TV,;TV-PG,;4.7
Snowpiercer;Action,Drama,Sci-Fi,Thriller,;TV-MA,TV-PG,TV-PG,TV-PG,;6.9
The Matrix Resurrections;Action,Sci-Fi,;R,;5.7
The Last Duel;Action,Drama,History,Thriller,;TV-MA,R,;7.4
Injustice;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;R,R,;6.4
The Suicide Squad;Action,Adventure,Comedy,Sci-Fi,;R,;7.2
Hitman's Wife's Bodyguard;Action,Comedy,Crime,Thriller,;R,;6.1
Reminiscence;Mystery,Romance,Sci-Fi,Thriller,;PG-13,;5.9
Zombieland;Action,Comedy,Horror,;TV-14,R,;7.6
2 Guns;Action,Thriller,;R,;6.7
Horrible Bosses 2;Comedy,Crime,;TV-14,R,R,;6.3
Justice Society: World War II;Animation,Action,Adventure,Fantasy,Sci-Fi,;PG-13,;6.4
Euphoria;Drama,;TV-MA,;8.4
The Righteous Gemstones;Comedy,Drama,;TV-MA,;8.1
Peacemaker;Action,Adventure,Comedy,Crime,Fantasy,Sci-Fi,;TV-MA,;8.3
Station Eleven;Adventure,Drama,Fantasy,Mystery,Sci-Fi,Thriller,;TV-MA,;7.6
And Just Like That…;Comedy,Drama,Romance,;TV-MA,;5.7
Somebody Somewhere;Comedy,Drama,;TV-MA,;7.9
Search Party;Comedy,Crime,Drama,Mystery,Thriller,;TV-MA,;7.6
My Mom, Your Dad;Game-Show,Reality-TV,Romance,;TV-MA,;6.9
Full House;Comedy,Drama,Family,;TV-G,TV-14,TV-PG,;6.8
Raised by Wolves;Drama,Fantasy,Sci-Fi,Thriller,;TV-MA,;7.5
Nobody;Action,Crime,Drama,Thriller,;R,;7.4
Moses Storm: Trash White;Comedy,;TV-MA,;7.4
Injustice;Animation,Action,Adventure,Drama,Fantasy,Sci-Fi,;R,R,;6.4
Annabelle: Creation;Horror,Mystery,Thriller,;R,;6.5
Alvin and the Chipmunks;Animation,Adventure,Comedy,Family,Fantasy,Music,Musical,;TV-G,TV-PG,PG,;5.2
300;Action,Drama,;R,;7.6
The Last Duel;Action,Drama,History,Thriller,;TV-MA,R,;7.4
The Fallout;Drama,;R,;7.0
2 Guns;Action,Thriller,;R,;6.7
The Murder of Fred Hampton;Documentary,Biography,Crime,History,;Not Rated,;7.5
Euphoria;Drama,;TV-MA,;8.4
Real Time with Bill Maher;Comedy,News,Talk-Show,;TV-MA,;7.4
Peacemaker;Action,Adventure,Comedy,Crime,Fantasy,Sci-Fi,;TV-MA,;8.3
The Righteous Gemstones;Comedy,Drama,;TV-MA,;8.1
Somebody Somewhere;Comedy,Drama,;TV-MA,;7.9
And Just Like That…;Comedy,Drama,Romance,;TV-MA,;5.7
Pennyworth: The Origin of Batman's Butler;Action,Crime,Drama,;TV-MA,;7.9
Fringe;Drama,Mystery,Sci-Fi,Thriller,;TV-14,;8.4
The Gilded Age;Drama,;TV-MA,;8.0
Looney Tunes Cartoons;Animation,Short,Adventure,Comedy,Family,Thriller,;TV-Y7,TV-PG,;8.0
The Fallout;Drama,;R,;7.0
The Hangover Part III;Comedy,Crime,;TV-14,R,;5.8
Malignant;Crime,Horror,Mystery,Thriller,;R,;6.2
Alvin and the Chipmunks;Animation,Adventure,Comedy,Family,Fantasy,Music,Musical,;TV-G,TV-PG,PG,;5.2
Nightmare Alley;Crime,Drama,Thriller,;R,;7.0
Nobody;Action,Crime,Drama,Thriller,;R,;7.4
Kick-Ass 2;Action,Comedy,Crime,Thriller,;R,;6.5
Riddick;Action,Adventure,Sci-Fi,Thriller,;R,;6.4
Annabelle: Creation;Horror,Mystery,Thriller,;R,;6.5
2 Guns;Action,Thriller,;R,;6.7
The Gilded Age;Drama,;TV-MA,;8.0
Euphoria;Drama,;TV-MA,;8.4
Pennyworth: The Origin of Batman's Butler;Action,Crime,Drama,;TV-MA,;7.9
The Righteous Gemstones;Comedy,Drama,;TV-MA,;8.1
Take Out with Lisa Ling;Talk-Show,;;8.1
Gomorrah;Crime,Drama,Thriller,;TV-MA,;8.7
Real Time with Bill Maher;Comedy,News,Talk-Show,;TV-MA,;7.4
Raised by Wolves;Drama,Fantasy,Sci-Fi,Thriller,;TV-MA,;7.5
Scooby-Doo! Mystery Incorporated;Animation,Adventure,Comedy,Crime,Drama,Family,Fantasy,Horror,Mystery,;TV-Y7-FV,;8.1
Real Sports with Bryant Gumbel;News,Sport,Talk-Show,;TV-PG,;7.7
Nightmare Alley;Crime,Drama,Thriller,;R,;7.0
And Just Like That… The Documentary;Documentary,;TV-MA,;6.6
Riddick;Action,Adventure,Sci-Fi,Thriller,;R,;6.4
Kick-Ass 2;Action,Comedy,Crime,Thriller,;R,;6.5
Cry Macho;Drama,;PG-13,;5.7
This Is Where I Leave You;Comedy,Drama,;R,;6.6
The Fallout;Drama,;R,;7.0
Long Shot;Comedy,Romance,;R,;6.8
3:10 to Yuma;Action,Crime,Drama,Western,;TV-14,R,;7.7
Kimi;Crime,Drama,Thriller,;R,;6.3
Euphoria;Drama,;TV-MA,;8.4
Raised by Wolves;Drama,Fantasy,Sci-Fi,Thriller,;TV-MA,;7.5
Rick and Morty;Animation,Adventure,Comedy,Sci-Fi,;TV-14,TV-MA,TV-14,TV-MA,;9.1
South Park;Animation,Comedy,;TV-14,TV-14,TV-MA,;8.7
Tacoma FD;Comedy,;TV-14,;8.1
And Just Like That…;Comedy,Drama,Romance,;TV-MA,;5.7
We Baby Bears;Animation,Adventure,Comedy,Family,Fantasy,;TV-Y7,;6.1
Peacemaker;Action,Adventure,Comedy,Crime,Fantasy,Sci-Fi,;TV-MA,;8.3
The Gilded Age;Drama,;TV-MA,;8.0
Shaq Life;Reality-TV,;;7.3
Kimi;Crime,Drama,Thriller,;R,;6.3
Antlers;Drama,Horror,Mystery,;R,;5.9
Carole King & James Taylor: Just Call Out My Name;Documentary,Music,;;8.1
Valentine's Day;Comedy,Romance,;PG-13,;5.7
The Hangover Part II;Comedy,;TV-14,R,;6.5
The King's Man;Action,Adventure,Thriller,;R,;6.3
Alvin and the Chipmunks;Animation,Adventure,Comedy,Family,Fantasy,Music,Musical,;TV-G,TV-PG,PG,;5.2
Aquaman;Action,Adventure,Fantasy,Sci-Fi,;PG-13,;6.8
Blades of Glory;Comedy,Sport,;TV-PG,PG-13,;6.3
This Is Where I Leave You;Comedy,Drama,;R,;6.6
Euphoria;Drama,;TV-MA,;8.4
Smiling Friends;Animation,Short,Comedy,;TV-MA,TV-MA,TV-PG,TV-14,;8.5
The Girl Before;Drama,Romance,Thriller,;TV-MA,;6.5
About Last Night;Comedy,Drama,Romance,;TV-14,R,;6.2
Backyard Bar Wars;Comedy,Game-Show,;;6.2
Rick and Morty;Animation,Adventure,Comedy,Sci-Fi,;TV-14,TV-MA,TV-14,TV-MA,;9.1
South Park;Animation,Comedy,;TV-14,TV-14,TV-MA,;8.7
Peacemaker;Action,Adventure,Comedy,Crime,Fantasy,Sci-Fi,;TV-MA,;8.3
Raised by Wolves;Drama,Fantasy,Sci-Fi,Thriller,;TV-MA,;7.5
Chuck;Action,Comedy,Drama,;TV-14,;8.2
The King's Man;Action,Adventure,Thriller,;R,;6.3
Kimi;Crime,Drama,Thriller,;R,;6.3
Icahn: The Restless Billionaire;Documentary,Biography,;TV-14,;7.0
The Many Saints of Newark;Crime,Drama,;R,;6.3
The Suicide Squad;Action,Adventure,Comedy,Sci-Fi,;R,;7.2
Antlers;Drama,Horror,Mystery,;R,;5.9
Valentine's Day;Comedy,Romance,;PG-13,;5.7
Carole King & James Taylor: Just Call Out My Name;Documentary,Music,;;8.1
Harry Potter and the Philosopher's Stone;Adventure,Family,Fantasy,;TV-PG,PG,;7.6
Free Guy;Action,Adventure,Comedy,Fantasy,Sci-Fi,;PG-13,;7.1
Euphoria;Drama,;TV-MA,;8.4
Peacemaker;Action,Adventure,Comedy,Crime,Fantasy,Sci-Fi,;TV-MA,;8.3
Last Week Tonight with John Oliver;Comedy,News,Talk-Show,;TV-MA,TV-14,;8.9
The Righteous Gemstones;Comedy,Drama,;TV-MA,;8.1
South Park;Animation,Comedy,;TV-14,TV-14,TV-MA,;8.7
The Gilded Age;Drama,;TV-MA,;8.0
The Girl Before;Drama,Romance,Thriller,;TV-MA,;6.5
Smiling Friends;Animation,Short,Comedy,;TV-MA,TV-MA,TV-PG,TV-14,;8.5
About Last Night;Comedy,Drama,Romance,;TV-14,R,;6.2
The Sopranos;Crime,Drama,;TV-MA,TV-14,;9.2
Free Guy;Action,Adventure,Comedy,Fantasy,Sci-Fi,;PG-13,;7.1
The French Dispatch;Comedy,Drama,Romance,;R,;7.1
Frederick Douglass: In Five Speeches;Documentary,;TV-MA,;7.8
Ready Player One;Action,Adventure,Sci-Fi,;TV-PG,PG-13,;7.4
Riddick;Action,Adventure,Sci-Fi,Thriller,;R,;6.4
The King's Man;Action,Adventure,Thriller,;R,;6.3
Jurassic Park;Action,Adventure,Sci-Fi,Thriller,;PG-13,TV-PG,;8.2
Shazam!;Action,Adventure,Comedy,Fantasy,;TV-PG,PG-13,;7.0
West Side Story;Crime,Drama,Musical,Romance,;TV-PG,Approved,;7.6
F9;Action,Crime,Thriller,;PG-13,;5.2
Euphoria;Drama,;TV-MA,;8.4
Last Week Tonight with John Oliver;Comedy,News,Talk-Show,;TV-MA,TV-14,;8.9
The Gilded Age;Drama,;TV-MA,;8.0
The Righteous Gemstones;Comedy,Drama,;TV-MA,;8.1
Robot Chicken;Animation,Short,Adventure,Comedy,Sci-Fi,;TV-14,16+,TV-MA,TV-MA,TV-14,TV-PG,;7.7
Somebody Somewhere;Comedy,Drama,;TV-MA,;7.9
Chernobyl;Drama,History,Thriller,;TV-MA,;9.4
Friends;Comedy,Romance,;TV-PG,TV-14,TV-14,;8.9
Our Flag Means Death;Action,Adventure,Biography,Comedy,History,Romance,;TV-MA,;7.8
The Tourist;Drama,Mystery,Thriller,;TV-MA,;7.0
Free Guy;Action,Adventure,Comedy,Fantasy,Sci-Fi,;PG-13,;7.1
F9;Action,Crime,Thriller,;PG-13,;5.2
West Side Story;Crime,Drama,Musical,Romance,;TV-PG,Approved,;7.6
The King's Man;Action,Adventure,Thriller,;R,;6.3
The French Dispatch;Comedy,Drama,Romance,;R,;7.1
Pacific Rim;Action,Adventure,Sci-Fi,;PG-13,;6.9
Frederick Douglass: In Five Speeches;Documentary,;TV-MA,;7.8
Dracula Untold;Action,Drama,Fantasy,Horror,;PG-13,;6.2
Jurassic Park;Action,Adventure,Sci-Fi,Thriller,;PG-13,TV-PG,;8.2
Robin Hood;Action,Adventure,Drama,History,;PG-13,;6.6
Euphoria;Drama,;TV-MA,;8.4
The Gilded Age;Drama,;TV-MA,;8.0
The Righteous Gemstones;Comedy,Drama,;TV-MA,;8.1
Last Week Tonight with John Oliver;Comedy,News,Talk-Show,;TV-MA,TV-14,;8.9
Our Flag Means Death;Action,Adventure,Biography,Comedy,History,Romance,;TV-MA,;7.8
The Tourist;Drama,Mystery,Thriller,;TV-MA,;7.0
Robot Chicken;Animation,Short,Adventure,Comedy,Sci-Fi,;TV-14,16+,TV-MA,TV-MA,TV-14,TV-PG,;7.7
South Park;Animation,Comedy,;TV-14,TV-14,TV-MA,;8.7
Chernobyl;Drama,History,Thriller,;TV-MA,;9.4
Friends;Comedy,Romance,;TV-PG,TV-14,TV-14,;8.9
Dune;Action,Adventure,Drama,Sci-Fi,;PG-13,;8.0
F9;Action,Crime,Thriller,;PG-13,;5.2
Free Guy;Action,Adventure,Comedy,Fantasy,Sci-Fi,;PG-13,;7.1
The King's Man;Action,Adventure,Thriller,;R,;6.3
Dracula Untold;Action,Drama,Fantasy,Horror,;PG-13,;6.2
Pacific Rim;Action,Adventure,Sci-Fi,;PG-13,;6.9
West Side Story;Crime,Drama,Musical,Romance,;TV-PG,Approved,;7.6
The Dark Knight Rises;Action,Drama,Thriller,;TV-14,PG-13,;8.4
Dunkirk;Action,Drama,History,Thriller,War,;PG-13,;7.8
Nobody;Action,Crime,Drama,Thriller,;R,;7.4
Winning Time: The Rise of the Lakers Dynasty;Biography,Drama,Sport,;TV-MA,;8.3
Euphoria;Drama,;TV-MA,;8.4
South Park;Animation,Comedy,;TV-14,TV-14,TV-MA,;8.7
The Gilded Age;Drama,;TV-MA,;8.0
Friends;Comedy,Romance,;TV-PG,TV-14,TV-14,;8.9
Raised by Wolves;Drama,Fantasy,Sci-Fi,Thriller,;TV-MA,;7.5
The Big Bang Theory;Comedy,Romance,;TV-PG,TV-14,;8.2
Theodosia;Adventure,Family,Fantasy,Mystery,;TV-PG,;5.8
Our Flag Means Death;Action,Adventure,Biography,Comedy,History,Romance,;TV-MA,;7.8
Real Time with Bill Maher;Comedy,News,Talk-Show,;TV-MA,;7.4
Please Hold;Short,Comedy,Drama,Sci-Fi,;TV-MA,;7.2
Halloween Kills;Horror,Thriller,;Not Rated,R,;5.5
Point Break;Action,Crime,Thriller,;TV-MA,TV-PG,R,;7.2
Dunkirk;Action,Drama,History,Thriller,War,;PG-13,;7.8
Dune;Action,Adventure,Drama,Sci-Fi,;PG-13,;8.0
Pseudo;Thriller,;;6.2
Fantastic Beasts and Where to Find Them;Adventure,Family,Fantasy,;TV-PG,PG-13,;7.2
The Lego Movie;Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;TV-G,TV-PG,TV-PG,PG,;7.7
Dirty Dancing;Drama,Music,Romance,;TV-14,PG-13,;7.0
Fantastic Beasts: The Crimes of Grindelwald;Adventure,Family,Fantasy,;PG-13,PG-13,;6.5
Winning Time: The Rise of the Lakers Dynasty;Biography,Drama,Sport,;TV-MA,;8.3
DMZ;Action,Adventure,Drama,Sci-Fi,Thriller,;TV-MA,;5.4
Minx;Comedy,;TV-MA,;7.6
Phoenix Rising;Documentary,Crime,;TV-MA,;7.1
Blade Runner: Black Lotus;Animation,Action,Drama,Mystery,Sci-Fi,Thriller,;TV-14,;6.2
The Gilded Age;Drama,;TV-MA,;8.0
Jujutsu Kaisen;Animation,Action,Adventure,Fantasy,Thriller,;TV-MA,TV-14,TV-14,;8.5
Lust;Drama,History,Romance,Thriller,War,;TV-MA,NC-17,R,;7.5
Raised by Wolves;Drama,Fantasy,Sci-Fi,Thriller,;TV-MA,;7.5
Real Time with Bill Maher;Comedy,News,Talk-Show,;TV-MA,;7.4
King Richard;Biography,Drama,Sport,;PG-13,;7.5
Halloween Kills;Horror,Thriller,;Not Rated,R,;5.5
Death on the Nile;Crime,Drama,Mystery,;PG-13,;6.3
The Eyes of Tammy Faye;Biography,Drama,Romance,;PG-13,;6.6
The Dress;Comedy,Drama,Western,;R,;7.0
Wedding Crashers;Comedy,Romance,;TV-14,R,Not Rated,;7.0
Nightmare Alley;Crime,Drama,Thriller,;R,;7.0
Drive My Car;Drama,;Unrated,;7.6
Blade Runner 2049;Action,Drama,Mystery,Sci-Fi,Thriller,;TV-MA,R,;8.0
Dune;Action,Adventure,Drama,Sci-Fi,;PG-13,;8.0
Minx;Comedy,;TV-MA,;7.6
Our Flag Means Death;Action,Adventure,Biography,Comedy,History,Romance,;TV-MA,;7.8
Winning Time: The Rise of the Lakers Dynasty;Biography,Drama,Sport,;TV-MA,;8.3
The Gilded Age;Drama,;TV-MA,;8.0
Starstruck;Comedy,;TV-MA,;7.5
Traffickers: Inside The Golden Triangle;Documentary,;;7.3
Julia;Biography,Drama,;TV-MA,;8.3
Euphoria;Drama,;TV-MA,;8.4
Last Week Tonight with John Oliver;Comedy,News,Talk-Show,;TV-MA,TV-14,;8.9
DMZ;Action,Adventure,Drama,Sci-Fi,Thriller,;TV-MA,;5.4
Wedding Crashers;Comedy,Romance,;TV-14,R,Not Rated,;7.0
Death on the Nile;Crime,Drama,Mystery,;PG-13,;6.3
Jerrod Carmichael: Rothaniel;Comedy,;;7.9
Beetlejuice;Comedy,Fantasy,;TV-14,TV-PG,TV-14,PG,TV-MA,;7.5
Tony Hawk: Until the Wheels Fall Off;Documentary,Biography,Sport,;TV-MA,;8.0
King Richard;Biography,Drama,Sport,;PG-13,;7.5
Fantastic Beasts: A Natural History;Documentary,;;6.6
RED;Drama,Horror,Thriller,;TV-MA,;6.4
The Eyes of Tammy Faye;Biography,Drama,Romance,;PG-13,;6.6
When We Were Bullies;Documentary,Short,;;5.5
Julia;Biography,Drama,;TV-MA,;8.3
Young Justice;Animation,Action,Adventure,Crime,Fantasy,Romance,Sci-Fi,;TV-PG,;8.6
Winning Time: The Rise of the Lakers Dynasty;Biography,Drama,Sport,;TV-MA,;8.3
Brené Brown: Atlas of the Heart;News,;;8.3
Last Week Tonight with John Oliver;Comedy,News,Talk-Show,;TV-MA,TV-14,;8.9
The Invisible Pilot;Documentary,Biography,Crime,History,Mystery,;TV-MA,;6.3
Tokyo Vice;Crime,Drama,Thriller,;TV-MA,;8.0
I Love You, Now Die: The Commonwealth v. Michelle Carter;Documentary,Crime,;TV-MA,;7.5
The Thaw;Crime,Drama,Mystery,;TV-14,;6.8
Degrassi;Drama,Romance,;TV-PG,TV-14,;7.6
The Night House;Horror,Mystery,Thriller,;R,;6.5
Tony Hawk: Until the Wheels Fall Off;Documentary,Biography,Sport,;TV-MA,;8.0
We're the Millers;Comedy,Crime,;TV-14,R,R,;7.0
Man of Steel;Action,Adventure,Sci-Fi,;TV-PG,PG-13,;7.1
Beetlejuice;Comedy,Fantasy,;TV-14,TV-PG,TV-14,PG,TV-MA,;7.5
Jerrod Carmichael: Rothaniel;Comedy,;;7.9
Death on the Nile;Crime,Drama,Mystery,;PG-13,;6.3
Wedding Crashers;Comedy,Romance,;TV-14,R,Not Rated,;7.0
Wrath of the Titans;Action,Adventure,Fantasy,;PG-13,;5.7
RED;Drama,Horror,Thriller,;TV-MA,;6.4
Tokyo Vice;Crime,Drama,Thriller,;TV-MA,;8.0
The Invisible Pilot;Documentary,Biography,Crime,History,Mystery,;TV-MA,;6.3
A Black Lady Sketch Show;Comedy,;TV-MA,;7.5
Close Enough;Animation,Action,Adventure,Comedy,Drama,Fantasy,Romance,Sci-Fi,Thriller,;TV-14,TV-MA,TV-14,;7.8
Julia;Biography,Drama,;TV-MA,;8.3
Winning Time: The Rise of the Lakers Dynasty;Biography,Drama,Sport,;TV-MA,;8.3
Young Justice;Animation,Action,Adventure,Crime,Fantasy,Romance,Sci-Fi,;TV-PG,;8.6
Your Pretty Face Is Going to Hell;Comedy,Fantasy,;TV-MA,TV-14,TV-14,;7.8
The Flight Attendant;Comedy,Drama,Mystery,Thriller,;TV-MA,;7.1
Craig of the Creek;Animation,Adventure,Comedy,Drama,Family,;TV-Y7,TV-14,TV-PG,;7.4
The Batman;Action,Crime,Drama,Thriller,;PG-13,;7.8
The Forever Purge;Action,Crime,Horror,Thriller,;R,;5.4
Bill Maher: #Adulting;Comedy,;TV-MA,;6.1
Black Mass;Biography,Crime,Drama,;R,;6.9
The Night House;Horror,Mystery,Thriller,;R,;6.5
Fantastic Beasts: The Crimes of Grindelwald;Adventure,Family,Fantasy,;PG-13,PG-13,;6.5
Fantastic Beasts and Where to Find Them;Adventure,Family,Fantasy,;TV-PG,PG-13,;7.2
The House;Action,Adventure,Drama,Fantasy,Romance,;TV-MA,;8.5
We're the Millers;Comedy,Crime,;TV-14,R,R,;7.0
Man of Steel;Action,Adventure,Sci-Fi,;TV-PG,PG-13,;7.1
Tokyo Vice;Crime,Drama,Thriller,;TV-MA,;8.0
Winning Time: The Rise of the Lakers Dynasty;Biography,Drama,Sport,;TV-MA,;8.3
Not So Pretty;Documentary,;TV-14,;6.9
A Black Lady Sketch Show;Comedy,;TV-MA,;7.5
The Flight Attendant;Comedy,Drama,Mystery,Thriller,;TV-MA,;7.1
The Great Pottery Throw Down;Game-Show,Reality-TV,;TV-14,;8.6
Craig of the Creek;Animation,Adventure,Comedy,Drama,Family,;TV-Y7,TV-14,TV-PG,;7.4
Close Enough;Animation,Action,Adventure,Comedy,Drama,Fantasy,Romance,Sci-Fi,Thriller,;TV-14,TV-MA,TV-14,;7.8
The Garcias;Comedy,Drama,Family,;TV-PG,;7.3
Barry;Action,Comedy,Crime,Drama,;TV-MA,;8.4
Marlon Wayans Presents: The Headliners;Comedy,;;5.6
The Batman;Action,Crime,Drama,Thriller,;PG-13,;7.8
RED;Drama,Horror,Thriller,;TV-MA,;6.4
The Incredible Hulk;Action,Adventure,Sci-Fi,;TV-14,PG-13,;6.6
The House;Action,Adventure,Drama,Fantasy,Romance,;TV-MA,;8.5
Joker;Crime,Drama,Thriller,;R,;8.4
RED 2;Action,Comedy,Crime,Thriller,;PG-13,;6.6
The Dark Knight;Action,Crime,Drama,Thriller,;TV-14,PG-13,;9.0
Batman Begins;Action,Crime,Drama,;TV-14,PG-13,;8.2
Friday;Comedy,Drama,;TV-14,R,R,;7.2
The Flight Attendant;Comedy,Drama,Mystery,Thriller,;TV-MA,;7.1
Barry;Action,Comedy,Crime,Drama,;TV-MA,;8.4
Winning Time: The Rise of the Lakers Dynasty;Biography,Drama,Sport,;TV-MA,;8.3
Gentleman Jack;Biography,Drama,History,Romance,;TV-MA,;8.2
Real Time with Bill Maher;Comedy,News,Talk-Show,;TV-MA,;7.4
The Baby;Comedy,Horror,Mystery,;TV-MA,;6.3
We Own This City;Biography,Crime,Drama,;TV-MA,;7.6
Julia;Biography,Drama,;TV-MA,;8.3
A Black Lady Sketch Show;Comedy,;TV-MA,;7.5
The Way Down: God, Greed, and the Cult of Gwen Shamblin;Documentary,;TV-MA,;7.1
The Survivor;Biography,Drama,History,Sport,War,;R,;6.7
The Incredible Hulk;Action,Adventure,Sci-Fi,;TV-14,PG-13,;6.6
Paddington 2;Adventure,Comedy,Family,Fantasy,;PG,;7.8
The Switch;Comedy,Drama,Romance,;PG-13,;6.1
Marlon Wayans Presents: The Headliners;Comedy,;;5.6
Godzilla vs. Kong;Action,Sci-Fi,Thriller,;PG-13,;6.3
Unbroken;Action,Biography,Drama,Sport,War,;PG-13,;7.2
What to Expect When You're Expecting;Comedy,Drama,Romance,;PG-13,;5.7
RED;Drama,Horror,Thriller,;TV-MA,;6.4
Constantine;Action,Fantasy,Horror,Mystery,;TV-14,R,;7.0
The Flight Attendant;Comedy,Drama,Mystery,Thriller,;TV-MA,;7.1
Barry;Action,Comedy,Crime,Drama,;TV-MA,;8.4
We Own This City;Biography,Crime,Drama,;TV-MA,;7.6
The Way Down: God, Greed, and the Cult of Gwen Shamblin;Documentary,;TV-MA,;7.1
Winning Time: The Rise of the Lakers Dynasty;Biography,Drama,Sport,;TV-MA,;8.3
Made For Love;Comedy,Drama,Sci-Fi,Thriller,;TV-MA,;6.9
The Baby;Comedy,Horror,Mystery,;TV-MA,;6.3
Gentleman Jack;Biography,Drama,History,Romance,;TV-MA,;8.2
Real Time with Bill Maher;Comedy,News,Talk-Show,;TV-MA,;7.4
The Staircase;Biography,Crime,Drama,Mystery,Thriller,;TV-MA,;7.1
Constantine;Action,Fantasy,Horror,Mystery,;TV-14,R,;7.0
The Switch;Comedy,Drama,Romance,;PG-13,;6.1
Dear Evan Hansen;Drama,Musical,;PG-13,;6.1
Unbroken;Action,Biography,Drama,Sport,War,;PG-13,;7.2
Transporter 3;Action,Adventure,Thriller,;TV-14,PG-13,;6.0
Spring Awakening: Those You've Known;Documentary,Musical,;;7.9
17 Again;Comedy,Drama,Fantasy,Romance,Sport,;TV-PG,PG-13,;6.4
What to Expect When You're Expecting;Comedy,Drama,Romance,;PG-13,;5.7
The Notebook;Drama,Romance,;PG-13,;7.8
The Matrix Resurrections;Action,Sci-Fi,;R,;5.7
The Flight Attendant;Comedy,Drama,Mystery,Thriller,;TV-MA,;7.1
We Own This City;Biography,Crime,Drama,;TV-MA,;7.6
The Staircase;Biography,Crime,Drama,Mystery,Thriller,;TV-MA,;7.1
Last Week Tonight with John Oliver;Comedy,News,Talk-Show,;TV-MA,TV-14,;8.9
Game of Thrones;Action,Adventure,Drama,Fantasy,;TV-MA,;9.2
Winning Time: The Rise of the Lakers Dynasty;Biography,Drama,Sport,;TV-MA,;8.3
Made For Love;Comedy,Drama,Sci-Fi,Thriller,;TV-MA,;6.9
Barry;Action,Comedy,Crime,Drama,;TV-MA,;8.4
The Baby;Comedy,Horror,Mystery,;TV-MA,;6.3
Snowpiercer;Action,Drama,Sci-Fi,Thriller,;TV-MA,TV-PG,TV-PG,TV-PG,;6.9
The Matrix Resurrections;Action,Sci-Fi,;R,;5.7
Old;Drama,Horror,Mystery,Thriller,;PG-13,;5.8
Get Hard;Comedy,Crime,;TV-14,R,;6.0
Catwoman: Hunted;Animation,Action,Crime,Sci-Fi,;PG-13,;5.6
The Time Traveler's Wife;Drama,Fantasy,Romance,Sci-Fi,;TV-MA,;7.7
The Mule;Crime,Drama,Thriller,;TV-14,R,;7.0
The Matrix;Action,Sci-Fi,;R,;8.7
The Break-Up;Comedy,Drama,Romance,;PG-13,;5.8
American Psycho;Crime,Drama,Horror,;R,Unrated,;7.6
Friday the 13th;Horror,Mystery,Thriller,;TV-MA,TV-14,R,Unrated,;6.4
Hacks;Comedy,Drama,;TV-MA,;8.2
The Staircase;Biography,Crime,Drama,Mystery,Thriller,;TV-MA,;7.1
Mecha Builders;Animation,Adventure,Comedy,Family,Sci-Fi,;TV-Y,;8.1
We Own This City;Biography,Crime,Drama,;TV-MA,;7.6
The Baby;Comedy,Horror,Mystery,;TV-MA,;6.3
Barry;Action,Comedy,Crime,Drama,;TV-MA,;8.4
Young Justice;Animation,Action,Adventure,Crime,Fantasy,Romance,Sci-Fi,;TV-PG,;8.6
Winning Time: The Rise of the Lakers Dynasty;Biography,Drama,Sport,;TV-MA,;8.3
The Time Traveler's Wife;Drama,Fantasy,Romance,Sci-Fi,;TV-MA,;7.7
Westworld;Drama,Mystery,Sci-Fi,;TV-MA,;8.5
The Mule;Crime,Drama,Thriller,;TV-14,R,;7.0
Escape Plan 2: Hades;Action,Crime,Mystery,Sci-Fi,Thriller,;R,;3.8
The Gift;Drama,Mystery,Thriller,;R,;7.0
Old;Drama,Horror,Mystery,Thriller,;PG-13,;5.8
The Time Traveler's Wife;Drama,Fantasy,Romance,Sci-Fi,;TV-MA,;7.7
Aquaman;Action,Adventure,Fantasy,Sci-Fi,;PG-13,;6.8
Get Hard;Comedy,Crime,;TV-14,R,;6.0
Crazy Rich Asians;Comedy,Drama,Romance,;TV-14,PG-13,;6.9
Skin Can Breathe;Short,Drama,;TV-14,;6.9
The Matrix Resurrections;Action,Sci-Fi,;R,;5.7
The Flight Attendant;Comedy,Drama,Mystery,Thriller,;TV-MA,;7.1
The Time Traveler's Wife;Drama,Fantasy,Romance,Sci-Fi,;TV-MA,;7.7
George Carlin's American Dream;Documentary,Biography,Comedy,;TV-MA,;8.3
Legendary;Reality-TV,;TV-MA,;8.0
