title name;genre;MPAA_rating;rating
Aileen Wuornos: American Boogeywoman;Drama,Horror,Thriller,;R,;3.8
Annabelle: Creation;Horror,Mystery,Thriller,;R,;6.5
Just Go with It;Comedy,Romance,;PG-13,;6.4
My Father's Violin;Drama,;TV-14,;6.4
Journey 2: The Mysterious Island;Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;PG,;5.7
Amandla;Crime,Drama,;TV-MA,;5.6
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
The Woman in the House Across the Street from the Girl in the Window;Comedy,Crime,Drama,Mystery,Thriller,;TV-MA,;6.4
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
All of Us Are Dead;Action,Drama,Fantasy,Horror,Sci-Fi,Thriller,;TV-MA,;7.5
Archive 81;Drama,Horror,Mystery,Sci-Fi,Thriller,;TV-MA,;7.3
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
Too Hot to Handle;Game-Show,Reality-TV,Romance,;TV-MA,;4.7
In From the Cold;Action,Crime,Drama,Mystery,Sci-Fi,Thriller,;TV-MA,;6.3
Cheer;Documentary,Sport,;TV-MA,;8.1
Home Team;Comedy,Sport,;PG,;6.0
Despicable Me 2;Animation,Adventure,Comedy,Crime,Family,Sci-Fi,;TV-PG,PG,TV-G,;7.3
The Tinder Swindler;Documentary,Crime,;TV-MA,;7.1
Transformers: Revenge of the Fallen;Action,Adventure,Sci-Fi,;TV-14,PG-13,PG-13,;5.9
Can You Keep a Secret?;Comedy,Romance,;TV-MA,;5.3
The Lucky One;Drama,Mystery,Romance,War,;PG-13,;6.4
Despicable Me;Animation,Adventure,Comedy,Crime,Family,Sci-Fi,;TV-G,TV-Y7,TV-PG,PG,TV-G,;7.6
Transformers: Dark of the Moon;Action,Adventure,Sci-Fi,;PG-13,;6.2
That's My Boy;Comedy,;R,;5.5
Countdown;Horror,Thriller,;PG-13,;5.4
All of Us Are Dead;Action,Drama,Fantasy,Horror,Sci-Fi,Thriller,;TV-MA,;7.5
The Woman in the House Across the Street from the Girl in the Window;Comedy,Crime,Drama,Mystery,Thriller,;TV-MA,;6.4
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
Sweet Magnolias;Drama,Romance,;TV-14,;7.3
Raising Dion;Drama,Sci-Fi,;TV-G,;7.1
In From the Cold;Action,Crime,Drama,Mystery,Sci-Fi,Thriller,;TV-MA,;6.3
Raising Dion;Drama,Sci-Fi,;TV-G,;7.1
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
Sweet Magnolias;Drama,Romance,;TV-14,;7.3
The Tinder Swindler;Documentary,Crime,;TV-MA,;7.1
Despicable Me 2;Animation,Adventure,Comedy,Crime,Family,Sci-Fi,;TV-PG,PG,TV-G,;7.3
Despicable Me;Animation,Adventure,Comedy,Crime,Family,Sci-Fi,;TV-G,TV-Y7,TV-PG,PG,TV-G,;7.6
Tall Girl 2;Comedy,Drama,Family,Romance,;TV-PG,;4.7
The Hangover;Comedy,;TV-14,R,Unrated,;7.7
Transformers: Dark of the Moon;Action,Adventure,Sci-Fi,;PG-13,;6.2
The Other Guys;Action,Comedy,Crime,;TV-MA,PG-13,;6.6
Home Team;Comedy,Sport,;PG,;6.0
Through My Window;Comedy,Drama,Romance,;TV-MA,;5.4
Warrior;Action,Drama,Sport,;PG-13,;8.2
Inventing Anna;Drama,;TV-MA,;6.8
Sweet Magnolias;Drama,Romance,;TV-14,;7.3
All of Us Are Dead;Action,Drama,Fantasy,Horror,Sci-Fi,Thriller,;TV-MA,;7.5
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
Love Is Blind;Reality-TV,Romance,;TV-MA,;6.1
Raising Dion;Drama,Sci-Fi,;TV-G,;7.1
Sweet Magnolias;Drama,Romance,;TV-14,;7.3
The Woman in the House Across the Street from the Girl in the Window;Comedy,Crime,Drama,Mystery,Thriller,;TV-MA,;6.4
Raising Dion;Drama,Sci-Fi,;TV-G,;7.1
Catching Killers;Documentary,Crime,Mystery,;TV-MA,;7.1
Texas Chainsaw Massacre;Crime,Horror,Thriller,;R,;4.7
Despicable Me 2;Animation,Adventure,Comedy,Crime,Family,Sci-Fi,;TV-PG,PG,TV-G,;7.3
St. Vincent;Comedy,Drama,;PG-13,;7.2
The Tinder Swindler;Documentary,Crime,;TV-MA,;7.1
Blackhat;Action,Crime,Thriller,;R,;5.4
Tall Girl 2;Comedy,Drama,Family,Romance,;TV-PG,;4.7
Despicable Me;Animation,Adventure,Comedy,Crime,Family,Sci-Fi,;TV-G,TV-Y7,TV-PG,PG,TV-G,;7.6
Fistful of Vengeance;Action,Crime,Drama,Fantasy,;TV-MA,;4.4
The Hangover;Comedy,;TV-14,R,Unrated,;7.7
Last Man Down;Action,Sci-Fi,;R,;3.6
Inventing Anna;Drama,;TV-MA,;6.8
Love Is Blind;Reality-TV,Romance,;TV-MA,;6.1
Sweet Magnolias;Drama,Romance,;TV-14,;7.3
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
All of Us Are Dead;Action,Drama,Fantasy,Horror,Sci-Fi,Thriller,;TV-MA,;7.5
Raising Dion;Drama,Sci-Fi,;TV-G,;7.1
jeen-yuhs: A Kanye Trilogy;Documentary,Music,;TV-MA,;8.0
Sweet Magnolias;Drama,Romance,;TV-14,;7.3
Catching Killers;Documentary,Crime,Mystery,;TV-MA,;7.1
The Cuphead Show!;Animation,Short,Action,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y7,;7.4
Tyler Perry's A Madea Homecoming;Comedy,Drama,Romance,;TV-MA,;5.6
Despicable Me 2;Animation,Adventure,Comedy,Crime,Family,Sci-Fi,;TV-PG,PG,TV-G,;7.3
Texas Chainsaw Massacre;Crime,Horror,Thriller,;R,;4.7
The Tinder Swindler;Documentary,Crime,;TV-MA,;7.1
St. Vincent;Comedy,Drama,;PG-13,;7.2
Despicable Me;Animation,Adventure,Comedy,Crime,Family,Sci-Fi,;TV-G,TV-Y7,TV-PG,PG,TV-G,;7.6
Blackhat;Action,Crime,Thriller,;R,;5.4
Restless;Drama,Romance,;TV-14,TV-14,;5.2
Downfall: The Case Against Boeing;Documentary,;PG-13,;7.4
Halloween;Horror,Thriller,;TV-14,TV-MA,R,;7.7
Inventing Anna;Drama,;TV-MA,;6.8
Love Is Blind;Reality-TV,Romance,;TV-MA,;6.1
Vikings: Valhalla;Action,Adventure,Drama,History,Romance,War,;TV-MA,;7.3
Sweet Magnolias;Drama,Romance,;TV-14,;7.3
jeen-yuhs: A Kanye Trilogy;Documentary,Music,;TV-MA,;8.0
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
The Cuphead Show!;Animation,Short,Action,Adventure,Comedy,Family,Fantasy,Musical,;TV-Y7,;7.4
All of Us Are Dead;Action,Drama,Fantasy,Horror,Sci-Fi,Thriller,;TV-MA,;7.5
Space Force;Comedy,;TV-MA,;6.7
Cocomelon;Animation,Family,;TV-Y,;4.6
Tyler Perry's A Madea Homecoming;Comedy,Drama,Romance,;TV-MA,;5.6
Shrek 2;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-G,TV-PG,TV-PG,TV-PG,PG,;7.3
The Weekend Away;Crime,Drama,Mystery,Thriller,;TV-14,;5.6
Just Like Heaven;Comedy,Drama,Fantasy,Romance,;TV-PG,PG-13,;6.7
Battleship;Action,Adventure,Sci-Fi,Thriller,;TV-14,PG-13,;5.8
21 Bridges;Action,Crime,Drama,Thriller,;R,;6.6
Against the Ice;Adventure,Drama,History,;TV-MA,;6.5
Shrek;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-PG,TV-PG,TV-PG,TV-PG,PG,;7.9
Despicable Me 2;Animation,Adventure,Comedy,Crime,Family,Sci-Fi,;TV-PG,PG,TV-G,;7.3
Restless;Drama,Romance,;TV-14,TV-14,;5.2
Worst Roommate Ever;Documentary,Crime,Thriller,;TV-MA,;7.0
Vikings: Valhalla;Action,Adventure,Drama,History,Romance,War,;TV-MA,;7.3
Inventing Anna;Drama,;TV-MA,;6.8
Love Is Blind;Reality-TV,Romance,;TV-MA,;6.1
Pieces of Her;Crime,Drama,Mystery,Thriller,;TV-MA,;6.3
jeen-yuhs: A Kanye Trilogy;Documentary,Music,;TV-MA,;8.0
Sweet Magnolias;Drama,Romance,;TV-14,;7.3
Love Is Blind;Reality-TV,Romance,;TV-MA,;6.1
Cocomelon;Animation,Family,;TV-Y,;4.6
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
The Adam Project;Action,Adventure,Comedy,Sci-Fi,;PG-13,;6.7
Shrek;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-PG,TV-PG,TV-PG,TV-PG,PG,;7.9
Shrek 2;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-G,TV-PG,TV-PG,TV-PG,PG,;7.3
Shooter;Action,Drama,;TV-14,;7.5
Tyler Perry's A Madea Homecoming;Comedy,Drama,Romance,;TV-MA,;5.6
The Weekend Away;Crime,Drama,Mystery,Thriller,;TV-14,;5.6
Coach Carter;Biography,Drama,Sport,;PG-13,;7.3
21;Crime,Drama,History,Thriller,;PG-13,;6.8
The Green Mile;Crime,Drama,Fantasy,Mystery,;TV-14,R,;8.6
Despicable Me 2;Animation,Adventure,Comedy,Crime,Family,Sci-Fi,;TV-PG,PG,TV-G,;7.3
Pieces of Her;Crime,Drama,Mystery,Thriller,;TV-MA,;6.3
Good Girls;Comedy,Crime,Drama,;TV-14,;7.7
The Last Kingdom;Action,Drama,History,;TV-MA,;8.5
Inventing Anna;Drama,;TV-MA,;6.8
Worst Roommate Ever;Documentary,Crime,Thriller,;TV-MA,;7.0
Love Is Blind;Reality-TV,Romance,;TV-MA,;6.1
Vikings: Valhalla;Action,Adventure,Drama,History,Romance,War,;TV-MA,;7.3
Life After Death with Tyler Henry;Reality-TV,;TV-MA,;6.1
The Last Kingdom;Action,Drama,History,;TV-MA,;8.5
Good Girls;Comedy,Crime,Drama,;TV-14,;7.7
The Adam Project;Action,Adventure,Comedy,Sci-Fi,;PG-13,;6.7
A Walk Among the Tombstones;Action,Crime,Drama,Mystery,Thriller,;R,;6.5
Black Crab;Action,Adventure,Drama,Sci-Fi,Thriller,War,;TV-MA,;5.7
Rescued by Ruby;Biography,Drama,Family,;TV-G,;7.1
Shrek;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-PG,TV-PG,TV-PG,TV-PG,PG,;7.9
Shrek 2;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-G,TV-PG,TV-PG,TV-PG,PG,;7.3
London Has Fallen;Action,Thriller,;R,;5.9
Tyler Perry's A Madea Homecoming;Comedy,Drama,Romance,;TV-MA,;5.6
Despicable Me 2;Animation,Adventure,Comedy,Crime,Family,Sci-Fi,;TV-PG,PG,TV-G,;7.3
Windfall;Crime,Drama,Thriller,;R,;5.7
Good Girls;Comedy,Crime,Drama,;TV-14,;7.7
The Last Kingdom;Action,Drama,History,;TV-MA,;8.5
Bad Vegan: Fame. Fraud. Fugitives.;Documentary,Crime,;TV-MA,;5.9
Inventing Anna;Drama,;TV-MA,;6.8
Pieces of Her;Crime,Drama,Mystery,Thriller,;TV-MA,;6.3
Life After Death with Tyler Henry;Reality-TV,;TV-MA,;6.1
Is It Cake?;Reality-TV,;TV-PG,;5.8
Love Is Blind;Reality-TV,Romance,;TV-MA,;6.1
Worst Roommate Ever;Documentary,Crime,Thriller,;TV-MA,;7.0
Human Resources;Animation,Comedy,Romance,;TV-MA,AO,16+,;7.2
The Adam Project;Action,Adventure,Comedy,Sci-Fi,;PG-13,;6.7
Black Crab;Action,Adventure,Drama,Sci-Fi,Thriller,War,;TV-MA,;5.7
A Walk Among the Tombstones;Action,Crime,Drama,Mystery,Thriller,;R,;6.5
Rescued by Ruby;Biography,Drama,Family,;TV-G,;7.1
Blade Runner 2049;Action,Drama,Mystery,Sci-Fi,Thriller,;TV-MA,R,;8.0
Windfall;Crime,Drama,Thriller,;R,;5.7
Shrek;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-PG,TV-PG,TV-PG,TV-PG,PG,;7.9
London Has Fallen;Action,Thriller,;R,;5.9
Shrek 2;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-G,TV-PG,TV-PG,TV-PG,PG,;7.3
In Good Hands;Comedy,Drama,Romance,;TV-MA,TV-MA,;5.7
Bridgerton;Drama,History,Romance,;TV-MA,;7.4
Is It Cake?;Reality-TV,;TV-PG,;5.8
Inventing Anna;Drama,;TV-MA,;6.8
Good Girls;Comedy,Crime,Drama,;TV-14,;7.7
Bridgerton;Drama,History,Romance,;TV-MA,;7.4
Bad Vegan: Fame. Fraud. Fugitives.;Documentary,Crime,;TV-MA,;5.9
The Last Kingdom;Action,Drama,History,;TV-MA,;8.5
Pieces of Her;Crime,Drama,Mystery,Thriller,;TV-MA,;6.3
Human Resources;Animation,Comedy,Romance,;TV-MA,AO,16+,;7.2
Top Boy;Crime,Drama,Thriller,;Not Rated,TV-MA,;8.4
The Blind Side;Biography,Drama,Sport,;TV-PG,PG-13,;7.6
Blade Runner 2049;Action,Drama,Mystery,Sci-Fi,Thriller,;TV-MA,R,;8.0
Shrek Forever After;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-PG,PG,;6.3
The Adam Project;Action,Adventure,Comedy,Sci-Fi,;PG-13,;6.7
The Bubble;Comedy,;R,;4.7
Trust No One: The Hunt for the Crypto King;Documentary,Crime,;TV-MA,;6.3
Shrek;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-PG,TV-PG,TV-PG,TV-PG,PG,;7.9
Shrek 2;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-G,TV-PG,TV-PG,TV-PG,PG,;7.3
Sherlock Holmes: A Game of Shadows;Action,Adventure,Mystery,;PG-13,;7.4
Blade: Trinity;Action,Horror,Sci-Fi,;TV-14,TV-14,TV-MA,R,Unrated,;5.8
Bridgerton;Drama,History,Romance,;TV-MA,;7.4
Bridgerton;Drama,History,Romance,;TV-MA,;7.4
Is It Cake?;Reality-TV,;TV-PG,;5.8
Inventing Anna;Drama,;TV-MA,;6.8
Good Girls;Comedy,Crime,Drama,;TV-14,;7.7
The Last Kingdom;Action,Drama,History,;TV-MA,;8.5
Pieces of Her;Crime,Drama,Mystery,Thriller,;TV-MA,;6.3
Cocomelon;Animation,Family,;TV-Y,;4.6
Heartland;Drama,Family,;TV-PG,TV-14,;8.5
Get Organized with The Home Edit;Reality-TV,;TV-PG,TV-PG,;5.5
The Blind Side;Biography,Drama,Sport,;TV-PG,PG-13,;7.6
Shrek Forever After;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-PG,PG,;6.3
Four Brothers;Action,Crime,Drama,Mystery,Thriller,;R,;6.8
Without a Paddle;Adventure,Comedy,Mystery,;PG-13,;5.8
Monster-in-Law;Comedy,Romance,;PG-13,;5.5
The Bubble;Comedy,;R,;4.7
Molly's Game;Biography,Crime,Drama,Sport,;R,;7.4
Catch and Release;Comedy,Drama,Romance,;PG-13,;5.9
Blow;Biography,Crime,Drama,;R,;7.5
The Adam Project;Action,Adventure,Comedy,Sci-Fi,;PG-13,;6.7
Bridgerton;Drama,History,Romance,;TV-MA,;7.4
The Ultimatum: Marry or Move On;Reality-TV,;TV-MA,;5.5
Better Call Saul;Crime,Drama,;TV-MA,TV-14,;8.9
Bridgerton;Drama,History,Romance,;TV-MA,;7.4
Queen of the South;Action,Crime,Drama,Thriller,;TV-MA,;8.0
Cocomelon;Animation,Family,;TV-Y,;4.6
Inventing Anna;Drama,;TV-MA,;6.8
Is It Cake?;Reality-TV,;TV-PG,;5.8
Heartland;Drama,Family,;TV-PG,TV-14,;8.5
Get Organized with The Home Edit;Reality-TV,;TV-PG,TV-PG,;5.5
The Call;Drama,History,;TV-PG,TV-14,;8.6
Cleaner;Thriller,;R,;6.1
Without a Paddle;Adventure,Comedy,Mystery,;PG-13,;5.8
Choose or Die;Drama,Horror,Thriller,;TV-MA,MA-17,;4.8
Shrek Forever After;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-PG,PG,;6.3
Catch and Release;Comedy,Drama,Romance,;PG-13,;5.9
Four Brothers;Action,Crime,Drama,Mystery,Thriller,;R,;6.8
Hop;Animation,Adventure,Comedy,Family,Fantasy,;TV-G,TV-PG,PG,;5.4
The Blind Side;Biography,Drama,Sport,;TV-PG,PG-13,;7.6
The Adam Project;Action,Adventure,Comedy,Sci-Fi,;PG-13,;6.7
The Ultimatum: Marry or Move On;Reality-TV,;TV-MA,;5.5
Bridgerton;Drama,History,Romance,;TV-MA,;7.4
Anatomy of a Scandal;Drama,Thriller,;TV-MA,;7.0
Better Call Saul;Crime,Drama,;TV-MA,TV-14,;8.9
Queen of the South;Action,Crime,Drama,Thriller,;TV-MA,;8.0
Our Great National Parks;Documentary,;TV-PG,;8.1
Bridgerton;Drama,History,Romance,;TV-MA,;7.4
Married At First Sight;Reality-TV,Romance,;TV-14,;6.2
Cocomelon;Animation,Family,;TV-Y,;4.6
Inventing Anna;Drama,;TV-MA,;6.8
White Hot: The Rise & Fall of Abercrombie & Fitch;Documentary,;TV-14,;5.7
Cleaner;Thriller,;R,;6.1
Choose or Die;Drama,Horror,Thriller,;TV-MA,MA-17,;4.8
How It Ends;Comedy,Drama,;R,;5.2
Shrek Forever After;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-PG,PG,;6.3
Shrek;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-PG,TV-PG,TV-PG,TV-PG,PG,;7.9
The Adam Project;Action,Adventure,Comedy,Sci-Fi,;PG-13,;6.7
The Blind Side;Biography,Drama,Sport,;TV-PG,PG-13,;7.6
Shrek 2;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-G,TV-PG,TV-PG,TV-PG,PG,;7.3
Ouija: Origin of Evil;Drama,Horror,Mystery,Thriller,;PG-13,;6.2
Anatomy of a Scandal;Drama,Thriller,;TV-MA,;7.0
Conversations with a Killer: The John Wayne Gacy Tapes;Documentary,Biography,Crime,;TV-MA,;7.1
The Ultimatum: Marry or Move On;Reality-TV,;TV-MA,;5.5
Bridgerton;Drama,History,Romance,;TV-MA,;7.4
Married At First Sight;Reality-TV,Romance,;TV-14,;6.2
Selling Sunset;Reality-TV,;TV-MA,;6.5
The Marked Heart;Drama,Thriller,;TV-MA,;6.5
Better Call Saul;Crime,Drama,;TV-MA,TV-14,;8.9
Cocomelon;Animation,Family,;TV-Y,;4.6
Queen of the South;Action,Crime,Drama,Thriller,;TV-MA,;8.0
365 Days : This Day;Drama,Romance,;TV-MA,;2.6
The Mystery of Marilyn Monroe: The Unheard Tapes;Documentary,Biography,;TV-14,;6.2
How It Ends;Comedy,Drama,;R,;5.2
Silverton Siege;Action,Crime,Drama,Thriller,;TV-MA,;6.3
Kung Fu Panda 3;Animation,Action,Adventure,Comedy,Family,Fantasy,;PG,;7.1
Shrek Forever After;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-PG,PG,;6.3
White Hot: The Rise & Fall of Abercrombie & Fitch;Documentary,;TV-14,;5.7
Shrek;Animation,Adventure,Comedy,Family,Fantasy,Romance,;TV-PG,TV-PG,TV-PG,TV-PG,PG,;7.9
Cleaner;Thriller,;R,;6.1
The Adam Project;Action,Adventure,Comedy,Sci-Fi,;PG-13,;6.7
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
Selling Sunset;Reality-TV,;TV-MA,;6.5
The Marked Heart;Drama,Thriller,;TV-MA,;6.5
Conversations with a Killer: The John Wayne Gacy Tapes;Documentary,Biography,Crime,;TV-MA,;7.1
Bridgerton;Drama,History,Romance,;TV-MA,;7.4
Married At First Sight;Reality-TV,Romance,;TV-14,;6.2
Grace and Frankie;Comedy,;TV-MA,;8.2
Anatomy of a Scandal;Drama,Thriller,;TV-MA,;7.0
The Ultimatum: Marry or Move On;Reality-TV,;TV-MA,;5.5
Bullsh*t the Game Show;Game-Show,Reality-TV,;TV-14,;6.2
The Gentlemen;Action,Comedy,Crime,;R,;7.8
U.S. Marshals;Action,Crime,Thriller,;PG-13,;6.5
Rambo: Last Blood;Action,Crime,Thriller,;R,;6.1
Den of Thieves;Action,Crime,Drama,Thriller,;TV-14,R,;7.0
Kung Fu Panda 3;Animation,Action,Adventure,Comedy,Family,Fantasy,;PG,;7.1
War of the Worlds;Action,Adventure,Sci-Fi,;TV-14,PG-13,;6.5
Forrest Gump;Drama,Romance,;TV-PG,PG-13,;8.8
Happy Gilmore;Comedy,Sport,;TV-PG,TV-14,PG-13,;7.0
Honeymoon with My Mother;Comedy,;TV-MA,;5.8
Rambo;Action,Adventure,Thriller,;TV-MA,R,;7.0
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
Grace and Frankie;Comedy,;TV-MA,;8.2
Selling Sunset;Reality-TV,;TV-MA,;6.5
Meltdown: Three Mile Island;Documentary,History,;TV-14,;6.8
Bullsh*t the Game Show;Game-Show,Reality-TV,;TV-14,;6.2
The Marked Heart;Drama,Thriller,;TV-MA,;6.5
Bridgerton;Drama,History,Romance,;TV-MA,;7.4
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
The Circle;Drama,Sci-Fi,Thriller,;TV-14,PG-13,;5.3
Married At First Sight;Reality-TV,Romance,;TV-14,;6.2
Senior Year;Comedy,Drama,;R,;5.5
Our Father;Documentary,Crime,;TV-MA,;6.6
Operation Mincemeat;Drama,War,;PG-13,;6.6
U.S. Marshals;Action,Crime,Thriller,;PG-13,;6.5
Den of Thieves;Action,Crime,Drama,Thriller,;TV-14,R,;7.0
Marmaduke;Animation,Adventure,Comedy,;TV-Y7,;3.1
Happy Gilmore;Comedy,Sport,;TV-PG,TV-14,PG-13,;7.0
The Takedown;Action,Comedy,Crime,Drama,;TV-MA,;5.7
Forgetting Sarah Marshall;Comedy,Drama,Romance,;TV-14,R,;7.1
Forrest Gump;Drama,Romance,;TV-PG,PG-13,;8.8
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
The Lincoln Lawyer;Crime,Drama,Mystery,Thriller,;TV-MA,;7.7
Welcome to Eden;Action,Drama,Sci-Fi,Thriller,;TV-MA,;5.5
The Circle;Drama,Sci-Fi,Thriller,;TV-14,PG-13,;5.3
Workin' Moms;Comedy,Drama,;TV-MA,;7.8
Grace and Frankie;Comedy,;TV-MA,;8.2
Bling Empire;Reality-TV,;TV-MA,;5.8
Outlander;Drama,Fantasy,Romance,;TV-MA,PG,;8.4
Selling Sunset;Reality-TV,;TV-MA,;6.5
Bridgerton;Drama,History,Romance,;TV-MA,;7.4
Senior Year;Comedy,Drama,;R,;5.5
A Perfect Pairing;Comedy,Romance,;TV-14,;6.1
Our Father;Documentary,Crime,;TV-MA,;6.6
Borrego;Thriller,;R,;5.3
Jackass 4.5;Documentary,Action,Comedy,;TV-MA,;6.5
Operation Mincemeat;Drama,War,;PG-13,;6.6
Marmaduke;Animation,Adventure,Comedy,;TV-Y7,;3.1
Den of Thieves;Action,Crime,Drama,Thriller,;TV-14,R,;7.0
Charlie and the Chocolate Factory;Adventure,Comedy,Family,Fantasy,Musical,;TV-Y7,TV-G,TV-14,TV-PG,PG,;6.7
Happy Gilmore;Comedy,Sport,;TV-PG,TV-14,PG-13,;7.0
The Lincoln Lawyer;Crime,Drama,Mystery,Thriller,;TV-MA,;7.7
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
The Circle;Drama,Sci-Fi,Thriller,;TV-14,PG-13,;5.3
Who Killed Sara?;Crime,Drama,Mystery,Thriller,;TV-MA,;6.4
Bling Empire;Reality-TV,;TV-MA,;5.8
The Boss Baby: Back in the Crib;Animation,Adventure,Comedy,Family,Fantasy,;TV-Y7,;6.1
Workin' Moms;Comedy,Drama,;TV-MA,;7.8
Outlander;Drama,Fantasy,Romance,;TV-MA,PG,;8.4
Love on the Spectrum U.S.;Documentary,Short,Comedy,Drama,Reality-TV,Romance,;TV-14,;8.2
Wrong Side of the Tracks;Horror,;;4.9
Senior Year;Comedy,Drama,;R,;5.5
A Perfect Pairing;Comedy,Romance,;TV-14,;6.1
Jackass 4.5;Documentary,Action,Comedy,;TV-MA,;6.5
Top Gun;Action,Drama,;PG-13,;8.3
Ben Is Back;Drama,;R,;6.7
Charlie and the Chocolate Factory;Adventure,Comedy,Family,Fantasy,Musical,;TV-Y7,TV-G,TV-14,TV-PG,PG,;6.7
Our Father;Documentary,Crime,;TV-MA,;6.6
Toscana;Drama,Romance,;TV-MA,;5.7
F*ck Love Too;Comedy,Romance,;TV-MA,;3.8
RRR;Action,Adventure,Drama,;Not Rated,;7.9
Stranger Things;Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller,;TV-14,TV-14,;8.7
The Lincoln Lawyer;Crime,Drama,Mystery,Thriller,;TV-MA,;7.7
Wrong Side of the Tracks;Horror,;;4.9
Stranger Things;Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller,;TV-14,TV-14,;8.7
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
Stranger Things;Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller,;TV-14,TV-14,;8.7
Stranger Things;Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller,;TV-14,TV-14,;8.7
The Boss Baby: Back in the Crib;Animation,Adventure,Comedy,Family,Fantasy,;TV-Y7,;6.1
The Circle;Drama,Sci-Fi,Thriller,;TV-14,PG-13,;5.3
Love on the Spectrum U.S.;Documentary,Short,Comedy,Drama,Reality-TV,Romance,;TV-14,;8.2
The Amazing Spider-Man;Action,Adventure,Sci-Fi,;TV-PG,TV-PG,TV-14,PG-13,;6.9
Disappearance at Clifton Hill;Drama,Mystery,Thriller,;Unrated,;5.4
Interceptor;Action,Adventure,Drama,Thriller,;TV-MA,;4.6
Anchorman: The Legend of Ron Burgundy;Comedy,;T,13+,TV-14,TV-14,TV-PG,PG-13,Unrated,;7.1
Senior Year;Comedy,Drama,;R,;5.5
A Perfect Pairing;Comedy,Romance,;TV-14,;6.1
We Die Young;Action,Crime,Drama,Thriller,;R,;5.2
Top Gun;Action,Drama,;PG-13,;8.3
RRR;Action,Adventure,Drama,;Not Rated,;7.9
Charlie and the Chocolate Factory;Adventure,Comedy,Family,Fantasy,Musical,;TV-Y7,TV-G,TV-14,TV-PG,PG,;6.7
Stranger Things;Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller,;TV-14,TV-14,;8.7
All American;Drama,Sport,;TV-14,;7.6
Stranger Things;Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller,;TV-14,TV-14,;8.7
The Lincoln Lawyer;Crime,Drama,Mystery,Thriller,;TV-MA,;7.7
Stranger Things;Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller,;TV-14,TV-14,;8.7
Stranger Things;Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller,;TV-14,TV-14,;8.7
Ozark;Crime,Drama,Thriller,;TV-MA,;8.5
Wrong Side of the Tracks;Horror,;;4.9
All American;Drama,Sport,;TV-14,;7.6
Teenage Mutant Ninja Turtles;Animation,Action,Adventure,Comedy,Family,Fantasy,Sci-Fi,;TV-14,TV-PG,TV-Y7-FV,;7.9
Hustle;Comedy,Drama,Sport,;R,;7.3
Interceptor;Action,Adventure,Drama,Thriller,;TV-MA,;4.6
The Amazing Spider-Man;Action,Adventure,Sci-Fi,;TV-PG,TV-PG,TV-14,PG-13,;6.9
Mission: Impossible - Ghost Protocol;Action,Adventure,Thriller,;PG-13,;7.4
Titanic;Drama,Romance,;TV-14,PG-13,TV-PG,;7.9
Dumb and Dumber;Comedy,;TV-14,PG-13,Not Rated,;7.3
