title link;rank;title name;exclusive;cumulative_rank;Type;platform;week_num
flixpatrol.com/title/the-empty-man/;9;The Empty Man;;;Movies;HBO;39
flixpatrol.com/title/elvis-2022/;10;Elvis;;;Movies;HBO;39
flixpatrol.com/title/house-of-the-dragon/;1;House of the Dragon;;;TV Shows;HBO;39
flixpatrol.com/title/the-hype/;2;The Hype;;;TV Shows;HBO;39
flixpatrol.com/title/last-week-tonight-with-john-oliver/;3;Last Week Tonight with John Oliver;;;TV Shows;HBO;39
flixpatrol.com/title/the-case-against-adnan-syed/;4;The Case Against Adnan Syed;;;TV Shows;HBO;39
flixpatrol.com/title/living-single/;5;Living Single;;;TV Shows;HBO;39
flixpatrol.com/title/friends/;6;Friends;;;TV Shows;HBO;39
flixpatrol.com/title/game-of-thrones/;7;Game of Thrones;;;TV Shows;HBO;39
flixpatrol.com/title/industry/;8;Industry;;;TV Shows;HBO;39
flixpatrol.com/title/los-espookys/;9;Los Espookys;;;TV Shows;HBO;39
flixpatrol.com/title/whos-talking-to-chris-wallace/;10;Who's Talking to Chris Wallace?;;;TV Shows;HBO;39
flixpatrol.com/title/dc-league-of-super-pets/;1;DC League of Super-Pets;;;Movies;HBO;40
flixpatrol.com/title/into-the-storm/;2;Into the Storm;;;Movies;HBO;40
flixpatrol.com/title/beetlejuice/;3;Beetlejuice;;;Movies;HBO;40
flixpatrol.com/title/lets-be-cops/;4;Let's Be Cops;;;Movies;HBO;40
flixpatrol.com/title/the-witch/;5;The Witch;;;Movies;HBO;40
flixpatrol.com/title/halloween-kills/;6;Halloween Kills;;;Movies;HBO;40
flixpatrol.com/title/yvonne-orji-a-whole-me-2022/;7;Yvonne Orji: A Whole Me;;;Movies;HBO;40
flixpatrol.com/title/rampage-2018/;8;Rampage;;;Movies;HBO;40
flixpatrol.com/title/eraser-reborn/;9;Eraser: Reborn;;;Movies;HBO;40
flixpatrol.com/title/jumper/;10;Jumper;;;Movies;HBO;40
flixpatrol.com/title/house-of-the-dragon/;1;House of the Dragon;;;TV Shows;HBO;40
flixpatrol.com/title/hostages-2022/;2;Hostages;;;TV Shows;HBO;40
flixpatrol.com/title/fixer-upper/;3;Fixer Upper;;;TV Shows;HBO;40
flixpatrol.com/title/gotham/;4;Gotham;;;TV Shows;HBO;40
flixpatrol.com/title/last-week-tonight-with-john-oliver/;5;Last Week Tonight with John Oliver;;;TV Shows;HBO;40
flixpatrol.com/title/looney-tunes-cartoons/;6;Looney Tunes Cartoons;;;TV Shows;HBO;40
flixpatrol.com/title/housing-complex-c/;7;Housing Complex C;;;TV Shows;HBO;40
flixpatrol.com/title/fixer-upper-welcome-home/;8;Fixer Upper: Welcome Home;;;TV Shows;HBO;40
flixpatrol.com/title/pennyworth-the-origin-of-batmans-butler/;9;Pennyworth: The Origin of Batman's Butler;;;TV Shows;HBO;40
flixpatrol.com/title/the-hype/;10;The Hype;;;TV Shows;HBO;40
flixpatrol.com/title/eraser-reborn/;1;Eraser: Reborn;;;Movies;HBO;41
flixpatrol.com/title/dc-league-of-super-pets/;2;DC League of Super-Pets;;;Movies;HBO;41
flixpatrol.com/title/beetlejuice/;3;Beetlejuice;;;Movies;HBO;41
flixpatrol.com/title/straight-outta-nowhere-scooby-doo-meets-courage-the-cowardly-dog/;4;Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog;;;Movies;HBO;41
flixpatrol.com/title/lets-be-cops/;5;Let's Be Cops;;;Movies;HBO;41
flixpatrol.com/title/the-witch/;6;The Witch;;;Movies;HBO;41
flixpatrol.com/title/38-at-the-garden/;7;38 at the Garden;;;Movies;HBO;41
flixpatrol.com/title/corpse-bride/;8;Corpse Bride;;;Movies;HBO;41
flixpatrol.com/title/rampage-2018/;9;Rampage;;;Movies;HBO;41
flixpatrol.com/title/popstar-never-stop-never-stopping/;10;Popstar: Never Stop Never Stopping;;;Movies;HBO;41
flixpatrol.com/title/house-of-the-dragon/;1;House of the Dragon;;;TV Shows;HBO;41
flixpatrol.com/title/pennyworth-the-origin-of-batmans-butler/;2;Pennyworth: The Origin of Batman's Butler;;;TV Shows;HBO;41
flixpatrol.com/title/avenue-5/;3;Avenue 5;;;TV Shows;HBO;41
flixpatrol.com/title/wahl-street/;4;Wahl Street;;;TV Shows;HBO;41
flixpatrol.com/title/housing-complex-c/;5;Housing Complex C;;;TV Shows;HBO;41
flixpatrol.com/title/101-places-to-party-before-you-die/;6;101 Places to Party Before You Die;;;TV Shows;HBO;41
flixpatrol.com/title/fixer-upper/;7;Fixer Upper;;;TV Shows;HBO;41
flixpatrol.com/title/the-hype/;8;The Hype;;;TV Shows;HBO;41
flixpatrol.com/title/gotham/;9;Gotham;;;TV Shows;HBO;41
flixpatrol.com/title/oh-hell/;10;Oh Hell;;;TV Shows;HBO;41
flixpatrol.com/title/halloween-kills/;1;Halloween Kills;;;Movies;HBO;42
flixpatrol.com/title/trick-or-treat-scooby-doo/;2;Trick or Treat Scooby-Doo!;;;Movies;HBO;42
flixpatrol.com/title/38-at-the-garden/;3;38 at the Garden;;;Movies;HBO;42
flixpatrol.com/title/beetlejuice/;4;Beetlejuice;;;Movies;HBO;42
flixpatrol.com/title/harry-potter-20th-anniversary-return-to-hogwarts/;5;Harry Potter 20th Anniversary: Return to Hogwarts;;;Movies;HBO;42
flixpatrol.com/title/corpse-bride/;6;Corpse Bride;;;Movies;HBO;42
flixpatrol.com/title/dc-league-of-super-pets/;7;DC League of Super-Pets;;;Movies;HBO;42
flixpatrol.com/title/straight-outta-nowhere-scooby-doo-meets-courage-the-cowardly-dog/;8;Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog;;;Movies;HBO;42
flixpatrol.com/title/white-chicks/;9;White Chicks;;;Movies;HBO;42
flixpatrol.com/title/mamas-boy-2022/;10;Mama's Boy;;;Movies;HBO;42
flixpatrol.com/title/house-of-the-dragon/;1;House of the Dragon;;;TV Shows;HBO;42
flixpatrol.com/title/avenue-5/;2;Avenue 5;;;TV Shows;HBO;42
flixpatrol.com/title/fixer-upper-the-castle/;3;Fixer Upper: The Castle;;;TV Shows;HBO;42
flixpatrol.com/title/the-vow-2020/;4;The Vow;;;TV Shows;HBO;42
flixpatrol.com/title/pennyworth-the-origin-of-batmans-butler/;5;Pennyworth: The Origin of Batman's Butler;;;TV Shows;HBO;42
flixpatrol.com/title/the-cleaning-lady-2022/;6;The Cleaning Lady;;;TV Shows;HBO;42
flixpatrol.com/title/doctor-who/;7;Doctor Who;;;TV Shows;HBO;42
flixpatrol.com/title/mr-pickles/;8;Mr. Pickles;;;TV Shows;HBO;42
flixpatrol.com/title/oh-hell/;9;Oh Hell;;;TV Shows;HBO;42
flixpatrol.com/title/south-park/;10;South Park;;;TV Shows;HBO;42
flixpatrol.com/title/the-fastest-woman-on-earth/;1;The Fastest Woman on Earth;;;Movies;HBO;43
flixpatrol.com/title/barbarian/;2;Barbarian;;;Movies;HBO;43
flixpatrol.com/title/mamas-boy-2022/;3;Mama's Boy;;;Movies;HBO;43
flixpatrol.com/title/jumper/;4;Jumper;;;Movies;HBO;43
flixpatrol.com/title/green-lantern-beware-my-power/;5;Green Lantern: Beware My Power;;;Movies;HBO;43
flixpatrol.com/title/halloween-kills/;6;Halloween Kills;;;Movies;HBO;43
flixpatrol.com/title/year-one-a-political-odyssey/;7;Year One: A Political Odyssey;;;Movies;HBO;43
flixpatrol.com/title/bad-teacher/;8;Bad Teacher;;;Movies;HBO;43
flixpatrol.com/title/shazam/;9;Shazam!;;;Movies;HBO;43
flixpatrol.com/title/trick-or-treat-scooby-doo/;10;Trick or Treat Scooby-Doo!;;;Movies;HBO;43
flixpatrol.com/title/house-of-the-dragon/;1;House of the Dragon;;;TV Shows;HBO;43
flixpatrol.com/title/the-vow-2020/;2;The Vow;;;TV Shows;HBO;43
flixpatrol.com/title/game-of-thrones/;3;Game of Thrones;;;TV Shows;HBO;43
flixpatrol.com/title/fixer-upper-the-castle/;4;Fixer Upper: The Castle;;;TV Shows;HBO;43
flixpatrol.com/title/doctor-who/;5;Doctor Who;;;TV Shows;HBO;43
flixpatrol.com/title/avenue-5/;6;Avenue 5;;;TV Shows;HBO;43
flixpatrol.com/title/mr-pickles/;7;Mr. Pickles;;;TV Shows;HBO;43
flixpatrol.com/title/the-cleaning-lady-2022/;8;The Cleaning Lady;;;TV Shows;HBO;43
flixpatrol.com/title/pennyworth-the-origin-of-batmans-butler/;9;Pennyworth: The Origin of Batman's Butler;;;TV Shows;HBO;43
flixpatrol.com/title/batwheels/;10;Batwheels;;;TV Shows;HBO;43
flixpatrol.com/title/barbarian/;1;Barbarian;;;Movies;HBO;44
flixpatrol.com/title/green-lantern-beware-my-power/;2;Green Lantern: Beware My Power;;;Movies;HBO;44
flixpatrol.com/title/beetlejuice/;3;Beetlejuice;;;Movies;HBO;44
flixpatrol.com/title/corpse-bride/;4;Corpse Bride;;;Movies;HBO;44
flixpatrol.com/title/a-tree-of-life-the-pittsburgh-synagogue-shooting/;5;A Tree of Life: The Pittsburgh Synagogue Shooting;;;Movies;HBO;44
flixpatrol.com/title/see-how-they-run/;6;See How They Run;;;Movies;HBO;44
flixpatrol.com/title/practical-magic/;7;Practical Magic;;;Movies;HBO;44
flixpatrol.com/title/the-shining/;8;The Shining;;;Movies;HBO;44
flixpatrol.com/title/it/;9;It;;;Movies;HBO;44
flixpatrol.com/title/man-of-steel/;10;Man of Steel;;;Movies;HBO;44
flixpatrol.com/title/the-white-lotus/;1;The White Lotus;;;TV Shows;HBO;44
flixpatrol.com/title/real-time-with-bill-maher/;2;Real Time with Bill Maher;;;TV Shows;HBO;44
flixpatrol.com/title/avenue-5/;3;Avenue 5;;;TV Shows;HBO;44
flixpatrol.com/title/house-of-the-dragon/;4;House of the Dragon;;;TV Shows;HBO;44
flixpatrol.com/title/last-week-tonight-with-john-oliver/;5;Last Week Tonight with John Oliver;;;TV Shows;HBO;44
flixpatrol.com/title/the-vow-2020/;6;The Vow;;;TV Shows;HBO;44
flixpatrol.com/title/game-of-thrones/;7;Game of Thrones;;;TV Shows;HBO;44
flixpatrol.com/title/garcia/;8;García!;;;TV Shows;HBO;44
flixpatrol.com/title/friends/;9;Friends;;;TV Shows;HBO;44
flixpatrol.com/title/la-pitchoune-cooking-in-france/;10;La Pitchoune: Cooking in France;;;TV Shows;HBO;44
flixpatrol.com/title/see-how-they-run/;1;See How They Run;;;Movies;HBO;45
flixpatrol.com/title/dont-worry-darling/;2;Don't Worry Darling;;;Movies;HBO;45
flixpatrol.com/title/neighbors/;3;Neighbors;;;Movies;HBO;45
flixpatrol.com/title/a-million-ways-to-die-in-the-west/;4;A Million Ways to Die in the West;;;Movies;HBO;45
flixpatrol.com/title/harry-potter-and-the-philosophers-stone/;5;Harry Potter and the Philosopher's Stone;;;Movies;HBO;45
flixpatrol.com/title/draft-day/;6;Draft Day;;;Movies;HBO;45
flixpatrol.com/title/harry-potter-and-the-chamber-of-secrets/;7;Harry Potter and the Chamber of Secrets;;;Movies;HBO;45
flixpatrol.com/title/elf/;8;Elf;;;Movies;HBO;45
flixpatrol.com/title/harry-potter-and-the-prisoner-of-azkaban/;9;Harry Potter and the Prisoner of Azkaban;;;Movies;HBO;45
flixpatrol.com/title/barbarian/;10;Barbarian;;;Movies;HBO;45
flixpatrol.com/title/the-white-lotus/;1;The White Lotus;;;TV Shows;HBO;45
flixpatrol.com/title/titans/;2;Titans;;;TV Shows;HBO;45
flixpatrol.com/title/last-week-tonight-with-john-oliver/;3;Last Week Tonight with John Oliver;;;TV Shows;HBO;45
flixpatrol.com/title/low-country-the-murdaugh-dynasty/;4;Low Country: The Murdaugh Dynasty;;;TV Shows;HBO;45
flixpatrol.com/title/real-time-with-bill-maher/;5;Real Time with Bill Maher;;;TV Shows;HBO;45
flixpatrol.com/title/the-vow-2020/;6;The Vow;;;TV Shows;HBO;45
flixpatrol.com/title/friends/;7;Friends;;;TV Shows;HBO;45
flixpatrol.com/title/avenue-5/;8;Avenue 5;;;TV Shows;HBO;45
flixpatrol.com/title/gossip-girl/;9;Gossip Girl;;;TV Shows;HBO;45
flixpatrol.com/title/pennyworth-the-origin-of-batmans-butler/;10;Pennyworth: The Origin of Batman's Butler;;;TV Shows;HBO;45
flixpatrol.com/title/dont-worry-darling/;1;Don't Worry Darling;;;Movies;HBO;46
flixpatrol.com/title/how-the-grinch-stole-christmas-2000/;2;How the Grinch Stole Christmas;;;Movies;HBO;46
flixpatrol.com/title/elf/;3;Elf;;;Movies;HBO;46
flixpatrol.com/title/say-hey-willie-mays/;4;Say Hey, Willie Mays!;;;Movies;HBO;46
flixpatrol.com/title/lil-rel-howery-i-said-it-yall-thinking-it/;5;Lil Rel Howery: I said it. Y'all thinking it.;;;Movies;HBO;46
flixpatrol.com/title/harry-potter-and-the-philosophers-stone/;6;Harry Potter and the Philosopher's Stone;;;Movies;HBO;46
flixpatrol.com/title/a-christmas-story-christmas/;7;A Christmas Story Christmas;;;Movies;HBO;46
flixpatrol.com/title/ian-lara-romantic-comedy-2022/;8;Ian Lara: Romantic Comedy;;;Movies;HBO;46
flixpatrol.com/title/harry-potter-and-the-chamber-of-secrets/;9;Harry Potter and the Chamber of Secrets;;;Movies;HBO;46
flixpatrol.com/title/the-polar-express/;10;The Polar Express;;;Movies;HBO;46
flixpatrol.com/title/the-white-lotus/;1;The White Lotus;;;TV Shows;HBO;46
flixpatrol.com/title/the-big-brunch/;2;The Big Brunch;;;TV Shows;HBO;46
flixpatrol.com/title/chopped-2009/;3;Chopped;;;TV Shows;HBO;46
flixpatrol.com/title/the-sex-lives-of-college-girls/;4;The Sex Lives of College Girls;;;TV Shows;HBO;46
flixpatrol.com/title/batman-the-animated-series/;5;Batman: The Animated Series;;;TV Shows;HBO;46
flixpatrol.com/title/last-week-tonight-with-john-oliver/;6;Last Week Tonight with John Oliver;;;TV Shows;HBO;46
flixpatrol.com/title/titans/;7;Titans;;;TV Shows;HBO;46
flixpatrol.com/title/craig-of-the-creek/;8;Craig of the Creek;;;TV Shows;HBO;46
flixpatrol.com/title/holiday-baking-championship/;9;Holiday Baking Championship;;;TV Shows;HBO;46
flixpatrol.com/title/property-brothers-forever-home/;10;Property Brothers: Forever Home;;;TV Shows;HBO;46
flixpatrol.com/title/a-christmas-story-christmas/;1;A Christmas Story Christmas;;;Movies;HBO;47
flixpatrol.com/title/how-the-grinch-stole-christmas-2000/;2;How the Grinch Stole Christmas;;;Movies;HBO;47
flixpatrol.com/title/elf/;3;Elf;;;Movies;HBO;47
flixpatrol.com/title/love-lizzo/;4;Love, Lizzo;;;Movies;HBO;47
flixpatrol.com/title/a-christmas-story/;5;A Christmas Story;;;Movies;HBO;47
flixpatrol.com/title/dont-worry-darling/;6;Don't Worry Darling;;;Movies;HBO;47
flixpatrol.com/title/holiday-harmony/;7;Holiday Harmony;;;Movies;HBO;47
flixpatrol.com/title/a-christmas-story-2/;8;A Christmas Story 2;;;Movies;HBO;47
flixpatrol.com/title/a-christmas-mystery-2022/;9;A Christmas Mystery;;;Movies;HBO;47
flixpatrol.com/title/the-sex-lives-of-college-girls/;1;The Sex Lives of College Girls;;;TV Shows;HBO;47
flixpatrol.com/title/the-white-lotus/;2;The White Lotus;;;TV Shows;HBO;47
flixpatrol.com/title/hard-knocks/;3;Hard Knocks;;;TV Shows;HBO;47
flixpatrol.com/title/holiday-baking-championship/;4;Holiday Baking Championship;;;TV Shows;HBO;47
flixpatrol.com/title/beach-cottage-chronicles/;5;Beach Cottage Chronicles;;;TV Shows;HBO;47
flixpatrol.com/title/2022-rock-roll-hall-of-fame-induction-ceremony/;6;2022 Rock & Roll Hall of Fame Induction Ceremony;;;TV Shows;HBO;47
flixpatrol.com/title/diary-of-an-old-home/;7;Diary of an Old Home;;;TV Shows;HBO;47
flixpatrol.com/title/food-affair-with-mark-wiens/;8;Food Affair with Mark Wiens;;;TV Shows;HBO;47
flixpatrol.com/title/the-vow-2020/;9;The Vow;;;TV Shows;HBO;47
flixpatrol.com/title/avenue-5/;10;Avenue 5;;;TV Shows;HBO;47
flixpatrol.com/title/fixer-upper-the-castle/;11;Fixer Upper: The Castle;;;TV Shows;HBO;47
flixpatrol.com/title/a-hollywood-christmas/;1;A Hollywood Christmas;;;Movies;HBO;49
flixpatrol.com/title/the-maze-runner/;2;The Maze Runner;;;Movies;HBO;49
flixpatrol.com/title/the-fallout/;3;The Fallout;;;Movies;HBO;49
flixpatrol.com/title/amsterdam-2022/;4;Amsterdam;;;Movies;HBO;49
flixpatrol.com/title/gone-girl/;5;Gone Girl;;;Movies;HBO;49
flixpatrol.com/title/how-the-grinch-stole-christmas-2000/;6;How the Grinch Stole Christmas;;;Movies;HBO;49
flixpatrol.com/title/the-purge-anarchy/;7;The Purge: Anarchy;;;Movies;HBO;49
flixpatrol.com/title/the-howard-stern-interview-bruce-springsteen/;8;The Howard Stern Interview: Bruce Springsteen;;;Movies;HBO;49
flixpatrol.com/title/street-kings/;9;Street Kings;;;Movies;HBO;49
flixpatrol.com/title/love-lizzo/;10;Love, Lizzo;;;Movies;HBO;49
flixpatrol.com/title/the-white-lotus/;1;The White Lotus;;;TV Shows;HBO;49
flixpatrol.com/title/gossip-girl-2021/;2;Gossip Girl;;;TV Shows;HBO;49
flixpatrol.com/title/the-sex-lives-of-college-girls/;3;The Sex Lives of College Girls;;;TV Shows;HBO;49
flixpatrol.com/title/shaq/;4;Shaq;;;TV Shows;HBO;49
flixpatrol.com/title/the-murdochs-empire-of-influence/;5;The Murdochs: Empire of Influence;;;TV Shows;HBO;49
flixpatrol.com/title/his-dark-materials/;6;His Dark Materials;;;TV Shows;HBO;49
flixpatrol.com/title/avenue-5/;7;Avenue 5;;;TV Shows;HBO;49
flixpatrol.com/title/titans/;8;Titans;;;TV Shows;HBO;49
flixpatrol.com/title/branson/;9;Branson;;;TV Shows;HBO;49
flixpatrol.com/title/the-big-bang-theory/;10;The Big Bang Theory;;;TV Shows;HBO;49
flixpatrol.com/title/amsterdam-2022/;1;Amsterdam;;;Movies;HBO;50
flixpatrol.com/title/how-the-grinch-stole-christmas-2000/;2;How the Grinch Stole Christmas;;;Movies;HBO;50
flixpatrol.com/title/a-star-is-born-2018/;3;A Star is Born;;;Movies;HBO;50
flixpatrol.com/title/the-maze-runner/;4;The Maze Runner;;;Movies;HBO;50
flixpatrol.com/title/elf/;5;Elf;;;Movies;HBO;50
flixpatrol.com/title/the-banshees-of-inisherin/;6;The Banshees of Inisherin;;;Movies;HBO;50
flixpatrol.com/title/national-lampoons-christmas-vacation/;7;National Lampoon's Christmas Vacation;;;Movies;HBO;50
flixpatrol.com/title/black-adam/;8;Black Adam;;;Movies;HBO;50
flixpatrol.com/title/the-polar-express/;9;The Polar Express;;;Movies;HBO;50
flixpatrol.com/title/the-fallout/;10;The Fallout;;;Movies;HBO;50
flixpatrol.com/title/the-white-lotus/;1;The White Lotus;;;TV Shows;HBO;50
flixpatrol.com/title/his-dark-materials/;2;His Dark Materials;;;TV Shows;HBO;50
flixpatrol.com/title/doom-patrol/;3;Doom Patrol;;;TV Shows;HBO;50
flixpatrol.com/title/the-sex-lives-of-college-girls/;4;The Sex Lives of College Girls;;;TV Shows;HBO;50
flixpatrol.com/title/south-side/;5;South Side;;;TV Shows;HBO;50
flixpatrol.com/title/unveiled-surviving-la-luz-del-mundo/;6;Unveiled: Surviving La Luz del Mundo;;;TV Shows;HBO;50
flixpatrol.com/title/gossip-girl-2021/;7;Gossip Girl;;;TV Shows;HBO;50
flixpatrol.com/title/bob-hearts-abishola/;8;Bob Hearts Abishola;;;TV Shows;HBO;50
flixpatrol.com/title/the-murdochs-empire-of-influence/;9;The Murdochs: Empire of Influence;;;TV Shows;HBO;50
flixpatrol.com/title/branson/;10;Branson;;;TV Shows;HBO;50
flixpatrol.com/title/black-adam/;1;Black Adam;;;Movies;HBO;51
flixpatrol.com/title/the-banshees-of-inisherin/;2;The Banshees of Inisherin;;;Movies;HBO;51
flixpatrol.com/title/call-me-miss-cleo/;3;Call Me Miss Cleo;;;Movies;HBO;51
flixpatrol.com/title/elf/;4;Elf;;;Movies;HBO;51
flixpatrol.com/title/how-the-grinch-stole-christmas-2000/;5;How the Grinch Stole Christmas;;;Movies;HBO;51
flixpatrol.com/title/national-lampoons-christmas-vacation/;6;National Lampoon's Christmas Vacation;;;Movies;HBO;51
flixpatrol.com/title/pelosi-in-the-house/;7;Pelosi in the House;;;Movies;HBO;51
flixpatrol.com/title/the-polar-express/;8;The Polar Express;;;Movies;HBO;51
flixpatrol.com/title/martin-the-reunion/;9;Martin: The Reunion;;;Movies;HBO;51
flixpatrol.com/title/the-sex-lives-of-college-girls/;1;The Sex Lives of College Girls;;;TV Shows;HBO;51
flixpatrol.com/title/hard-knocks/;2;Hard Knocks;;;TV Shows;HBO;51
flixpatrol.com/title/his-dark-materials/;3;His Dark Materials;;;TV Shows;HBO;51
flixpatrol.com/title/trixie-motel/;4;Trixie Motel;;;TV Shows;HBO;51
flixpatrol.com/title/gossip-girl-2021/;5;Gossip Girl;;;TV Shows;HBO;51
flixpatrol.com/title/the-white-lotus/;6;The White Lotus;;;TV Shows;HBO;51
flixpatrol.com/title/were-here/;7;We're Here;;;TV Shows;HBO;51
flixpatrol.com/title/doom-patrol/;8;Doom Patrol;;;TV Shows;HBO;51
flixpatrol.com/title/queen-of-versailles-reigns-again/;9;Queen of Versailles Reigns Again;;;TV Shows;HBO;51
flixpatrol.com/title/random-acts-of-flyness/;10;Random Acts of Flyness;;;TV Shows;HBO;51
flixpatrol.com/title/black-adam/;1;Black Adam;;;Movies;HBO;52
flixpatrol.com/title/call-me-miss-cleo/;2;Call Me Miss Cleo;;;Movies;HBO;52
flixpatrol.com/title/the-banshees-of-inisherin/;3;The Banshees of Inisherin;;;Movies;HBO;52
flixpatrol.com/title/elf/;4;Elf;;;Movies;HBO;52
flixpatrol.com/title/how-the-grinch-stole-christmas-2000/;5;How the Grinch Stole Christmas;;;Movies;HBO;52
flixpatrol.com/title/national-lampoons-christmas-vacation/;6;National Lampoon's Christmas Vacation;;;Movies;HBO;52
flixpatrol.com/title/the-polar-express/;7;The Polar Express;;;Movies;HBO;52
flixpatrol.com/title/pelosi-in-the-house/;8;Pelosi in the House;;;Movies;HBO;52
flixpatrol.com/title/a-christmas-story/;9;A Christmas Story;;;Movies;HBO;52
flixpatrol.com/title/the-sex-lives-of-college-girls/;1;The Sex Lives of College Girls;;;TV Shows;HBO;52
flixpatrol.com/title/gossip-girl-2021/;2;Gossip Girl;;;TV Shows;HBO;52
flixpatrol.com/title/hard-knocks/;3;Hard Knocks;;;TV Shows;HBO;52
flixpatrol.com/title/were-here/;4;We're Here;;;TV Shows;HBO;52
flixpatrol.com/title/trixie-motel/;5;Trixie Motel;;;TV Shows;HBO;52
flixpatrol.com/title/his-dark-materials/;6;His Dark Materials;;;TV Shows;HBO;52
flixpatrol.com/title/random-acts-of-flyness/;7;Random Acts of Flyness;;;TV Shows;HBO;52
flixpatrol.com/title/queen-of-versailles-reigns-again/;8;Queen of Versailles Reigns Again;;;TV Shows;HBO;52
flixpatrol.com/title/rick-and-morty/;9;Rick and Morty;;;TV Shows;HBO;52
flixpatrol.com/title/sex-diaries/;10;Sex Diaries;;;TV Shows;HBO;52
flixpatrol.com/title/encanto/;1;Encanto;;;Movies;Disney+;1
flixpatrol.com/title/moana/;2;Moana;;;Movies;Disney+;1
flixpatrol.com/title/rons-gone-wrong/;3;Ron's Gone Wrong;;;Movies;Disney+;1
flixpatrol.com/title/shang-chi-and-the-legend-of-the-ten-rings/;4;Shang-Chi and the Legend of the Ten Rings;;;Movies;Disney+;1
flixpatrol.com/title/avengers-endgame/;5;Avengers: Endgame;;;Movies;Disney+;1
flixpatrol.com/title/welcome-to-earth/;6;Welcome to Earth;;;Movies;Disney+;1
flixpatrol.com/title/raya-and-the-last-dragon/;7;Raya and the Last Dragon;;;Movies;Disney+;1
flixpatrol.com/title/cruella/;8;Cruella;;;Movies;Disney+;1
flixpatrol.com/title/zootopia/;9;Zootopia;;;Movies;Disney+;1
flixpatrol.com/title/black-widow-2021/;10;Black Widow;;;Movies;Disney+;1
flixpatrol.com/title/night-at-the-museum-battle-of-the-smithsonian/;11;Night at the Museum: Battle of the Smithsonian;;;Movies;Disney+;1
flixpatrol.com/title/the-book-of-boba-fett/;1;The Book of Boba Fett;;;TV Shows;Disney+;1
flixpatrol.com/title/the-simpsons/;2;The Simpsons;;;TV Shows;Disney+;1
flixpatrol.com/title/hawkeye/;3;Hawkeye;;;TV Shows;Disney+;1
flixpatrol.com/title/the-mandalorian/;4;The Mandalorian;;;TV Shows;Disney+;1
flixpatrol.com/title/marvels-spidey-and-his-amazing-friends/;5;Marvel's Spidey and His Amazing Friends;;;TV Shows;Disney+;1
